Query UniProt	Partner UniProt	Query Symbol	Partner Symbol
P10275	Q12824	AR	SMARCB1
Q13227	Q96KB5	GPS2	PBK
P05067	P47813	APP	EIF1AX
O43318	Q15750	MAP3K7	TAB1
P05067	Q12824	APP	SMARCB1
P05067	Q99496	APP	RNF2
P68133	P78371	ACTA1	CCT2
Q13619	Q9NZI8	CUL4A	IGF2BP1
P98175	Q9NQC7	RBM10	CYLD
P03372	P29353	ESR1	SHC1
O43865	Q8NBT0	AHCYL1	POC1A
Q15750	Q15750	TAB1	TAB1
P50991	Q6NUN9	CCT4	ZNF746
O94888	Q13619	UBXN7	CUL4A
P03372	Q15796	ESR1	SMAD2
Q15022	Q99496	SUZ12	RNF2
P08047	P08047	SP1	SP1
Q09472	Q16778	EP300	HIST2H2BE
Q12873	Q15742	CHD3	NAB2
O94888	O94888	UBXN7	UBXN7
P00533	P17987	EGFR	TCP1
P0CG48	Q9NQC7	UBC	CYLD
P68400	Q9BYE7	CSNK2A1	PCGF6
Q16695	Q9BYE7	HIST3H3	PCGF6
P49368	Q9NRD1	CCT3	FBXO6
P60891	P60891	PRPS1	PRPS1
P05362	P84103	ICAM1	SRSF3
O14964	Q15796	HGS	SMAD2
O15379	O75376	HDAC3	NCOR1
P00533	P98175	EGFR	RBM10
P10636	Q5S007	MAPT	LRRK2
Q16777	Q99496	HIST2H2AC	RNF2
P49761	P62995	CLK3	TRA2B
P60891	P62258	PRPS1	YWHAE
P08047	Q06609	SP1	RAD51
P49736	Q92526	MCM2	CCT6B
P05067	P55010	APP	EIF5
P61978	Q9Y5E9	HNRNPK	PCDHB14
P63261	P63261	ACTG1	ACTG1
Q93062	Q9NWB1	RBPMS	RBFOX1
O60907	Q7Z6Z7	TBL1X	HUWE1
O60674	P12931	JAK2	SRC
P17987	P49736	TCP1	MCM2
Q13526	Q15796	PIN1	SMAD2
P0DP25	P27348	CALM3	YWHAQ
Q969R5	Q9BYE7	L3MBTL2	PCGF6
P50991	Q99832	CCT4	CCT7
O75376	P62258	NCOR1	YWHAE
P48643	Q7Z6Z7	CCT5	HUWE1
P28331	Q9NRD1	NDUFS1	FBXO6
Q969R5	Q99496	L3MBTL2	RNF2
Q13526	Q15742	PIN1	NAB2
O15379	O60907	HDAC3	TBL1X
Q2TAL8	Q2TAL8	QRICH1	QRICH1
P49761	Q14974	CLK3	KPNB1
P40227	Q9NQC7	CCT6A	CYLD
O14964	P84022	HGS	SMAD3
P60033	Q969P0	CD81	IGSF8
Q09472	Q14872	EP300	MTF1
P00533	Q14781	EGFR	CBX2
P68400	Q13526	CSNK2A1	PIN1
O15379	Q13526	HDAC3	PIN1
Q13618	Q13748	CUL3	TUBA3C
P48643	P49736	CCT5	MCM2
P03372	P31751	ESR1	AKT2
P05362	P68366	ICAM1	TUBA4A
P38159	P61978	RBMX	HNRNPK
Q15742	Q15742	NAB2	NAB2
P68104	Q15796	EEF1A1	SMAD2
P60033	Q05639	CD81	EEF1A2
P0CG48	P0CG48	UBC	UBC
Q16777	Q16778	HIST2H2AC	HIST2H2BE
P84022	Q14686	SMAD3	NCOA6
P05067	Q13526	APP	PIN1
P68133	Q5S007	ACTA1	LRRK2
P49759	P78362	CLK1	SRPK2
P55317	Q12873	FOXA1	CHD3
P84103	Q13618	SRSF3	CUL3
P38159	Q8WWY3	RBMX	PRPF31
O60907	Q9UDY4	TBL1X	DNAJB4
Q01844	Q15022	EWSR1	SUZ12
P61978	Q9NRD1	HNRNPK	FBXO6
Q09472	Q13227	EP300	GPS2
Q8TB72	Q92904	PUM2	DAZL
Q13618	Q99832	CUL3	CCT7
P0CG48	Q16777	UBC	HIST2H2AC
P40337	P61978	VHL	HNRNPK
P05067	Q96PU8	APP	QKI
P12931	Q14686	SRC	NCOA6
Q13526	Q66K74	PIN1	MAP1S
P17987	Q7Z6Z7	TCP1	HUWE1
P54253	Q14011	ATXN1	CIRBP
P17987	Q969R5	TCP1	L3MBTL2
Q53EL6	Q969P0	PDCD4	IGSF8
Q01844	Q96EP5	EWSR1	DAZAP1
P78362	P78362	SRPK2	SRPK2
P68400	P98175	CSNK2A1	RBM10
P0CG48	P61964	UBC	WDR5
P40337	Q93062	VHL	RBPMS
O15379	Q969R5	HDAC3	L3MBTL2
P62805	Q99496	HIST1H4A	RNF2
P62805	Q96EB6	HIST1H4A	SIRT1
P54274	Q15796	TERF1	SMAD2
P10275	Q09472	AR	EP300
Q9H0N5	Q9H0N5	PCBD2	PCBD2
Q8WWY3	Q9NQC7	PRPF31	CYLD
P63104	P63261	YWHAZ	ACTG1
P78371	Q13618	CCT2	CUL3
P40337	P62805	VHL	HIST1H4A
Q16555	Q9BPU6	DPYSL2	DPYSL5
P62805	Q9BZK7	HIST1H4A	TBL1XR1
O43318	Q13748	MAP3K7	TUBA3C
P49643	P63104	PRIM2	YWHAZ
Q16695	Q96L73	HIST3H3	NSD1
P49368	Q92731	CCT3	ESR2
P62258	Q15276	YWHAE	RABEP1
P00533	P03372	EGFR	ESR1
P62805	P63104	HIST1H4A	YWHAZ
P61978	Q969P0	HNRNPK	IGSF8
Q14686	Q14686	NCOA6	NCOA6
Q13242	Q99496	SRSF9	RNF2
P60891	P68366	PRPS1	TUBA4A
Q14011	Q99496	CIRBP	RNF2
P49759	P62995	CLK1	TRA2B
P62258	Q5S007	YWHAE	LRRK2
O60907	P62805	TBL1X	HIST1H4A
Q7Z6Z7	Q9NRD1	HUWE1	FBXO6
Q7Z6Z7	Q9NZC7	HUWE1	WWOX
Q9NRD1	Q9NZI8	FBXO6	IGF2BP1
P54253	P63104	ATXN1	YWHAZ
P12004	P49736	PCNA	MCM2
Q01167	Q9BZK7	FOXK2	TBL1XR1
O43865	P49674	AHCYL1	CSNK1E
P00533	P0DP25	EGFR	CALM3
A5A3E0	P49674	POTEF	CSNK1E
P54253	P54253	ATXN1	ATXN1
P28331	Q8IWL3	NDUFS1	HSCB
Q05639	Q9NQC7	EEF1A2	CYLD
P49368	Q99496	CCT3	RNF2
P61978	P68104	HNRNPK	EEF1A1
P61964	Q9HCK8	WDR5	CHD8
Q8N9N5	Q8N9N5	BANP	BANP
O14964	O14964	HGS	HGS
P0CG48	Q5S007	UBC	LRRK2
P0DP25	Q9NQC7	CALM3	CYLD
P32119	Q9NZ94	PRDX2	NLGN3
P61978	P84022	HNRNPK	SMAD3
Q7LGA3	Q8IWL3	HS2ST1	HSCB
A0AV96	Q99496	RBM47	RNF2
Q06609	Q9NYB0	RAD51	TERF2IP
P62258	Q13618	YWHAE	CUL3
P49736	Q9NYJ8	MCM2	TAB2
P62258	Q9NQC7	YWHAE	CYLD
Q15276	Q86Y13	RABEP1	DZIP3
P84103	Q15022	SRSF3	SUZ12
P12931	P61978	SRC	HNRNPK
P05067	P61964	APP	WDR5
P00533	P05067	EGFR	APP
P0CG48	P84022	UBC	SMAD3
P41235	Q14686	HNF4A	NCOA6
P10636	Q13526	MAPT	PIN1
P48643	P68400	CCT5	CSNK2A1
P49736	P63167	MCM2	DYNLL1
P63261	Q5S007	ACTG1	LRRK2
Q12873	Q99496	CHD3	RNF2
P68366	Q13618	TUBA4A	CUL3
O14964	Q15038	HGS	DAZAP2
O75525	O75525	KHDRBS3	KHDRBS3
P54253	Q8IWZ3	ATXN1	ANKHD1
P61964	Q09472	WDR5	EP300
Q14839	Q15022	CHD4	SUZ12
P08047	P29353	SP1	SHC1
Q8WWY3	Q9Y4X5	PRPF31	ARIH1
Q14011	Q8TBB1	CIRBP	LNX1
P12004	Q01844	PCNA	EWSR1
P63104	Q9UDY4	YWHAZ	DNAJB4
P0CG48	P12004	UBC	PCNA
O43896	P27348	KIF1C	YWHAQ
P05067	Q2TAL8	APP	QRICH1
Q04724	Q96EB6	TLE1	SIRT1
P40227	P49368	CCT6A	CCT3
P10636	Q96EB6	MAPT	SIRT1
O15379	Q01844	HDAC3	EWSR1
Q04724	Q04725	TLE1	TLE2
P61978	P79522	HNRNPK	PRR3
P68400	Q96EB6	CSNK2A1	SIRT1
O75554	P61978	WBP4	HNRNPK
P50991	Q969P0	CCT4	IGSF8
Q15038	Q93062	DAZAP2	RBPMS
Q01844	Q13619	EWSR1	CUL4A
P49368	Q9NQC7	CCT3	CYLD
P12931	Q8TBB1	SRC	LNX1
P49736	Q14974	MCM2	KPNB1
P49761	P54274	CLK3	TERF1
P68400	Q14011	CSNK2A1	CIRBP
P00533	P10275	EGFR	AR
Q04724	Q15038	TLE1	DAZAP2
Q7Z6Z7	Q7Z6Z7	HUWE1	HUWE1
Q13618	Q14011	CUL3	CIRBP
Q01844	Q14686	EWSR1	NCOA6
P05067	P40337	APP	VHL
P10275	P10275	AR	AR
P62805	Q9Y618	HIST1H4A	NCOR2
P03372	P63241	ESR1	EIF5A
P05362	P49368	ICAM1	CCT3
P08047	P10275	SP1	AR
P05067	Q13242	APP	SRSF9
P00533	P28331	EGFR	NDUFS1
Q6NUN9	Q8WWY3	ZNF746	PRPF31
P49736	P52597	MCM2	HNRNPF
O60841	Q01167	EIF5B	FOXK2
Q13618	Q8WWY3	CUL3	PRPF31
P0CG48	P46934	UBC	NEDD4
P10636	Q09472	MAPT	EP300
P49759	P84103	CLK1	SRSF3
O15379	P49368	HDAC3	CCT3
P12004	Q06609	PCNA	RAD51
P05067	P32119	APP	PRDX2
P34969	P68104	HTR7	EEF1A1
P61978	Q66K41	HNRNPK	ZNF385C
P49674	P61964	CSNK1E	WDR5
P61964	Q9NQC7	WDR5	CYLD
Q13618	Q96EP5	CUL3	DAZAP1
P84103	Q13242	SRSF3	SRSF9
P0CG48	P68400	UBC	CSNK2A1
P05067	Q09472	APP	EP300
P84103	Q7Z6Z7	SRSF3	HUWE1
P61978	Q13618	HNRNPK	CUL3
P08047	P68400	SP1	CSNK2A1
O15379	Q9BZK7	HDAC3	TBL1XR1
P40227	P61964	CCT6A	WDR5
O60674	P0DP25	JAK2	CALM3
Q14686	Q15796	NCOA6	SMAD2
P48643	Q9NRD1	CCT5	FBXO6
P25685	Q9NUX5	DNAJB1	POT1
Q16778	Q86Y13	HIST2H2BE	DZIP3
Q13227	Q93062	GPS2	RBPMS
P40337	Q13618	VHL	CUL3
O60907	P54274	TBL1X	TERF1
Q96EB6	Q96EB6	SIRT1	SIRT1
P49736	Q9NYB0	MCM2	TERF2IP
P10275	P41235	AR	HNF4A
P54274	Q9NUX5	TERF1	POT1
O14964	P0CG48	HGS	UBC
Q04725	Q9Y266	TLE2	NUDC
Q15038	Q9NWB1	DAZAP2	RBFOX1
P40337	P50991	VHL	CCT4
P54277	P54277	PMS1	PMS1
Q49AN0	Q7Z6Z7	CRY2	HUWE1
P49368	Q15022	CCT3	SUZ12
P00533	P62995	EGFR	TRA2B
B4DH63	P46934	cDNA FLJ58101, highly similar to F-box/LRR-repeat protein 18	NEDD4
P00533	P31751	EGFR	AKT2
Q96AV8	Q9NQC7	E2F7	CYLD
P05067	P29353	APP	SHC1
P55317	Q14011	FOXA1	CIRBP
P03372	P61978	ESR1	HNRNPK
P40227	P40337	CCT6A	VHL
P17987	P49368	TCP1	CCT3
P52597	Q9NWB1	HNRNPF	RBFOX1
P29353	P63104	SHC1	YWHAZ
P62805	Q16778	HIST1H4A	HIST2H2BE
P48643	Q99832	CCT5	CCT7
P03372	P0DP25	ESR1	CALM3
P12004	P68104	PCNA	EEF1A1
P00533	Q15750	EGFR	TAB1
Q13748	Q13748	TUBA3C	TUBA3C
P63241	Q01844	EIF5A	EWSR1
P63104	Q99832	YWHAZ	CCT7
P49736	Q15750	MCM2	TAB1
O95067	Q14011	CCNB2	CIRBP
P52597	Q86Y13	HNRNPF	DZIP3
Q09472	Q14686	EP300	NCOA6
P00533	Q14974	EGFR	KPNB1
Q9NUX5	Q9NUX5	POT1	POT1
P55008	P68133	AIF1	ACTA1
P61978	Q13526	HNRNPK	PIN1
P08047	Q09472	SP1	EP300
Q66K41	Q8N9W6	ZNF385C	BOLL
Q99832	Q9NQC7	CCT7	CYLD
O75376	Q8IWL3	NCOR1	HSCB
P84103	Q96SW2	SRSF3	CRBN
P49736	Q92731	MCM2	ESR2
Q969P0	Q969P0	IGSF8	IGSF8
P68400	P68400	CSNK2A1	CSNK2A1
O00213	P61978	APBB1	HNRNPK
P49368	P63104	CCT3	YWHAZ
P34969	P62805	HTR7	HIST1H4A
O60907	Q01167	TBL1X	FOXK2
P55317	P61964	FOXA1	WDR5
P48643	Q9NQC7	CCT5	CYLD
Q14974	Q14974	KPNB1	KPNB1
P49368	Q8NBT0	CCT3	POC1A
Q9NUX5	Q9Y266	POT1	NUDC
P40227	Q99832	CCT6A	CCT7
P62805	Q9NYB0	HIST1H4A	TERF2IP
Q05086	Q99496	UBE3A	RNF2
P50991	Q7Z6Z7	CCT4	HUWE1
Q96C00	Q96C00	ZBTB9	ZBTB9
Q05639	Q9NYJ8	EEF1A2	TAB2
P05067	P10636	APP	MAPT
Q09472	Q14839	EP300	CHD4
P05067	P49736	APP	MCM2
O60907	O75376	TBL1X	NCOR1
P29353	P78371	SHC1	CCT2
Q9BWH6	Q9NUX5	RPAP1	POT1
P61978	Q9NQC7	HNRNPK	CYLD
P03372	Q15022	ESR1	SUZ12
P40337	Q9Y266	VHL	NUDC
P61964	Q9NS73	WDR5	MBIP
Q01844	Q13618	EWSR1	CUL3
P49759	Q13618	CLK1	CUL3
P49736	P62805	MCM2	HIST1H4A
P17987	P27348	TCP1	YWHAQ
P0CG48	Q99832	UBC	CCT7
P40337	P49368	VHL	CCT3
P49736	Q09472	MCM2	EP300
Q16778	Q16778	HIST2H2BE	HIST2H2BE
P10275	Q96L73	AR	NSD1
P84103	Q6NUN9	SRSF3	ZNF746
Q86Y13	Q86Y13	DZIP3	DZIP3
P62805	Q969R5	HIST1H4A	L3MBTL2
P50991	P98179	CCT4	RBM3
P49761	Q96HN2	CLK3	AHCYL2
Q12873	Q14839	CHD3	CHD4
O75376	P03372	NCOR1	ESR1
P55317	P55317	FOXA1	FOXA1
P49368	Q13618	CCT3	CUL3
Q9NRW3	Q9NRW3	APOBEC3C	APOBEC3C
P55010	Q7Z6Z7	EIF5	HUWE1
O43318	Q6NUN9	MAP3K7	ZNF746
P84103	Q13619	SRSF3	CUL4A
P04278	Q05086	SHBG	UBE3A
P68400	Q12873	CSNK2A1	CHD3
P0CG48	P40227	UBC	CCT6A
Q96KB5	Q96KB5	PBK	PBK
P40227	P50991	CCT6A	CCT4
Q12824	Q12824	SMARCB1	SMARCB1
P55317	Q04724	FOXA1	TLE1
P50991	Q9NQC7	CCT4	CYLD
P62805	Q14781	HIST1H4A	CBX2
Q53EL6	Q5S007	PDCD4	LRRK2
P41235	Q9Y618	HNF4A	NCOR2
P63261	Q15022	ACTG1	SUZ12
P00533	P00533	EGFR	EGFR
Q14686	Q92731	NCOA6	ESR2
O15379	P40227	HDAC3	CCT6A
Q01844	Q96PU8	EWSR1	QKI
P05362	Q16695	ICAM1	HIST3H3
P63104	Q13618	YWHAZ	CUL3
P61964	Q13618	WDR5	CUL3
P84103	Q969P0	SRSF3	IGSF8
P00533	Q7Z6Z7	EGFR	HUWE1
P52597	Q9NRD1	HNRNPF	FBXO6
P98175	Q13618	RBM10	CUL3
P68104	Q13618	EEF1A1	CUL3
P28331	Q13618	NDUFS1	CUL3
P60033	P61978	CD81	HNRNPK
P28331	Q99496	NDUFS1	RNF2
P0CG48	P49368	UBC	CCT3
Q8N9N5	Q93062	BANP	RBPMS
P68366	Q969P0	TUBA4A	IGSF8
