Gene_1	Gene_2
PIG35	TUBA4A
QKI	RBM14
CCT4	GANAB
DADB-159G18.9	RP11-383C12.1
CD81	RP11-216B9.3
APP	FGFR2
THAP1	ZNF385C
AKAP13	RP1-130E4.1
HECW2	PRDX2
CUL3	SNRPG
RP11-391H12.1	RP11-436C9.1
KRT6B	UBE3A
PSAP	UBE3A
CCDC8	YWHAE
DNAH2	RP1-130E4.1
RP11-540N4.1	SMURF1
CCT4	RP3-470L14.2
RP5-1172N10.4	TCP1
CIRBP	GTF2F1
RP11-1114A5.1	RPS28
HIV1gp3	UBC
ICAM1	MSN
UBC	YKL065C
DPYSL2	Numb
AKT2	TCL1A
TCEAL1	UBC
UBC	USP5
HIST1H2AE	SUZ12
DAZAP2	RP1-154G14.1
DYNC1I1	PIN1
HDAC3	RP11-512J14.1
HELB	PMS1
RORA	RP11-96K19.1
HDAC3	SF3B1
PRO1400	SMAD3
APP	SPATA2
PRKAR1A	PRPF31
NAB2	SUMO1P1
Dvl3	UBC
RGS20	RP3-401D24.1
ANKRD17	CDKN1A
CSNK2A1	RP11-66D17.11-004
EMILIN2	RP3-330O12.3
MCM2	NCL
LAMA1	UBC
CDK2	MCM7
SERPINB3	WWOX
PIG53	UBC
Kif13b	RAD51
HNRNPH2	SRPK2
Hnrnpf	RP4-655J12.1
FANCA	PRPF31
CUL3	OK/SW-cl.35
RAB1A	RABEP1
CYFIP1	WWOX
EGFR	PPP2R1B
CLK3	TINF2
UBC	YBR286W
PSMD14	UBC
PIN1	SPR
RB1CC1	RP11-1114A5.1
HUSSY-27	WDR4
RP11-126K1.4	YWHAQ
UBC	UBR5
MSTP059	YWHAE
NTRK1	TCP1
GS1-120K12.1	RES4-25
NCOA2	RP5-1181N3.2
RP1-85F18.1	YBX1
GS1-120K12.1	RP1-64K7.1
SPTB	YWHAQ
APP	FYCO1
CUL3	SRSF3
CALM1	Tpr
UBC	USP19
RP11-108L7.8	WWOX
AC002059.7	PDHX
HSP90B1	RP11-391H12.1
CCT2	HKMT1069
NOLC1	WWOX
CUL4B	RP11-575L7.1
RP4-628J24.3	SMAD2
POLR2G	RP23-63E8.1
CRY2	PSMC4
EIF2AK3	PCDH20
RP11-203D19.1	RP11-295M18.3
PHB	RP1-130E4.1
THBS3	TUBA4A
Cct2	MLST8
RWDD3	VHL
MYC	PBK
APP	GRB10
HSPA8	RP3-330O12.3
RP11-575L7.1	RP23-249K18.5
DAZAP1	RP11-723P2.1
ATXN1	ETV4
HSPC057	MAPRE1
DAAP-200B17.5	GS1-120K12.1
HIV2gp1	UBC
RP5-1068B5.4	WWOX
CUL3	RP11-413M3.10
LZTFL1	UBXN7
PDCD6IP	UBC
CCT4	RPSA
AHCY	MCM2
CDYL	SUZ12
SAMD4B	YWHAQ
CSNK2A1	YKR048C
CSNK2A2	EIF2B2
RP5-1068B5.2	SNCA
HSPC057	S100A8
NCAPH2	RP1-130E4.1
ACTN4	RP11-536C5.3
APP	RP13-46G5.1
SPAG5	TUBA3C
RP11-452K12.9	WDR36
SRPK2	TMPO
NCOR1	THAP7
PRPF31	RNPS1
PCGF6	RP23-396M19.4
AC002059.7	RP3-511B24.3
TUBA4A	TUBGCP2
DNAJB4	RAD21
SMAD3	SMURF1
FHL2	RP1-130E4.1
DADB-87H23.3	RPS2
RP1-28H20.1	RP11-540N4.1
Dmel_CG10198	KPNB1
ELAVL1	RP11-393H10.1
RP3-330O12.3	SLC25A5
KPNB1	RP11-316M1.2
DCAF7	RP11-391H12.1
CCT6A	UNQ290/PRO330
CHD8	U2AF2
APP	CGI-123
HSPC057	PHB
YBX3	ZNF746
ACTR1A	MCM7
RP11-375E1__A.4	RP3-330O12.3
CSNK2A2	FGF1
KPNB1	YWHAE
ARHGEF1	RP1-5O6.1
LIMS1	RP24-143D17.2
MCM2	MYO9A
GS1-120K12.1	SSB
Hnrnpf	TRIP12
NKD2	YWHAE
MCM7	POLR2A
AC002059.7	CD81
ARMC6	RP11-443G18.6
RP11-575L7.1	SENP2
TSG101	WDR5
RP1-130E4.1	RPL23A
CUL3	ERAL1
RAD51	RP11-83J21.1
DDX39A	PP8000
NKX3-1	SBBI58
PJA2	UBXN7
APP	YTHDF2
CUL3	MAP1LC3C
ICAM1	RP3-477H23.1
Gab2	RP11-307C12.1
HHV8GK18_gp81	VHL
MTHFSD	RP11-96K19.1
CUL3	UNQ2423/PRO4981
CCT4	RP23-446O17.1
GS1-120K12.1	MSTP028
HSPC057	RBBP4
CSNK2A1	RP11-71J12.1
ETHE1	RP11-96K19.1
AD-006	PIH1D1
NLK	RP1-154G14.1
NANOG	NCOR2
CALM1	RP23-198C2.3
DLC1	RP11-391H12.1
DNAJB1	PRKAA2
GS1-120K12.1	H37
DHX32	MCM2
HNRNPF	MAP4
RP11-443G18.6	TUBA1C
APP	XXbac-BCX105G6.6
RP11-164O23.1	UBC
CRY2	TIMELESS
CALM1	RP23-273G23.1
UBC	YBL045C
MRPS6	RP11-96K19.1
MAML1	RP3-339A18.4
RP3-330O12.3	RP3-467K16.3
MED6	SMAD3
EGFR	SLCO3A1
UBC	YER074W
FES	TERF1
KRAS	RP11-196G18.2
UBC	YPR181C
RP11-391H12.1	TUBA4A
RP1-5O6.1	RP5-944N15.1
BCL2L11	VHL
PCNA	RP11-175D17.2
HIV1gp2	UBC
RP1-302G2.1	ZNF746
DAZAP1	TKT
CTD-2522E6.5	DN-393H17.5
MCM2	Timeless
CBX8	HIST3H3
RPL8	ZNF746
HUSSY-27	RP4-758J24.3
CUL3	MRPS34
ATXN1	IL34
APP	UBXN10
KHDRBS1	POT1
ARG134	RP11-536C5.3
RALB	RP11-164H16.2
MCM2	RP5-963E22.1
AKT2	SH3RF1
CUL3	SMC3
ATXN1	NCAM1
PCDHGB4	RP3-407F17.2
CALM1	DNAAF2
FBXL18	PNMA1
CGI-09	HHEX
PHLDB2	YWHAQ
NUMBL	RBFOX1
APP	RP11-354P17.14-001
ERG	RP11-383C12.1
FOXK2	KANSL3
CSNK2A2	HSPC128
RP1-85F18.1	TCL1A
MCM2	SIAH2
HT034	SUZ12
ACTR3	MCM2
BM-015	PSEC0109
GS1-120K12.1	RP5-885L7.2
APBA1	APP
RP11-187B3.1	RP3-357D13.2
AC002059.7	MYL6
AC002059.7	C9orf78
UBE3A	YWHAZ
GS1-120K12.1	HIST4H4
GS1-120K12.1	RP11-443G18.6
PUM2	RP11-498J9.3
APP	RP3-357D13.2
RP1-5O6.1	RP23-378G22.2
AIRE	HIST2H2BE
GS1-120K12.1	TERF1
HSPC057	RP1-292B18.2
HSPC057	RPL18
PPARG	RP23-330N10.2
CSNK2A1	DADB-127H9.2
SPRYD7	UBC
AC002059.7	RPL12
NPM1	YWHAQ
CBX5	VHL
CHD4	ZNF219
PP384	UBE3A
DSC3	HSPC057
ABCD3	ZNF746
FASN	RP11-57G10.3
APP	TFPI
FTL	RP11-536C5.3
Setd5	TBL1XR1
CALM1	HSPC136
DNAJB1	HRIHFB2157
RP1-5O6.1	hCG_2009220
GLB1	RP3-330O12.3
NOD2	UBC
CUL3	SART1
FKBP3	MAP1S
RP3-330O12.3	XPOT
CHD8	RP11-301N24.1
CUL3	SMARCC2
KRAS	RP11-71J12.1
HSPC249	ZNF317
GIG9	RP23-63E8.1
PTBP2	QKI
BRCA1	SUZ12
GPS2	PPFIA1
CHD4	CTA-215D11.1
APP	HT007
DNM2	EGFR
RP11-383C12.1	RP11-534G20.1
Hoxa1	IKZF2
EGFR	My036
CRY2	UBR5
AHCYL1	RP11-131P10.1
BBC3	EGFR
RP4-697E16.3	UBC
SLC25A13	ZNF746
APOBEC3C	RP11-58A11.4
HDAC5	HIST2H2AC
AC002059.7	DGCR14
RP23-185A18.5	SMAD2
HSPC057	USP32P2
RP3-330O12.3	SGSH
PRRC2C	SRPK2
CLK3	MEPCE
CCNB1	SP1
EGFR	RRAD
POT1	TNKS
MNAT1	SP1
KIF1C	RP3-470L14.2
ATXN1	U2AF2
BRCA1	SMAD3
HIST1H1C	NSD1
RP11-573G6.1	YTHDC1
APP	RP11-108K14.2
CBX5	CHD4
TBL1XR1	UBE2E3
DADB-100D22.3	EGFR
AC002059.7	HIST1H1D
UBC	UBFD1
GBA	RP11-443G18.6
APP	UGCG
CRY2	DICER1
PP13671	VHL
EPS15	RP11-443G18.6
RP23-29D15.3	YTHDC1
BATF2	CEBPA
JUP	WWOX
GS1-120K12.1	MGA
COPS7A	CUL3
PP8000	XRCC5
SOCS3	VHL
ACTR2	EGFR
DAZAP2	ZFYVE9
CCT6A	RP3-495O10.2
PRO0685	SHBG
DADB-159G18.1	RP1-130E4.1
PP8000	PRX
GJA3	MCM2
CGI-97	TERF1
HGS	UBC
EGFR	SUB1
APP	RP11-262P20.3
HNRNPD	RP11-391H12.1
ICAM1	ITGAM
GS1-120K12.1	MLLT3
SNRNP35	SRPK2
RP1-154G14.1	TADA3
RP1-90K10.6	RP3-330O12.3
HIST1H2BE	RP11-536C5.3
CCT6A	MCM2
KRAS	SPTBN5
HNRNPA2B1	YWHAE
SNRPD1	SUZ12
AC002059.7	RP11-144G16.2
CCT5	NSMAF
CEBPA	NR1I2
RP11-96K19.1	UNQ718/PRO1382
RP11-288G3.1	RP3-330O12.3
PSEC0192	RP1-154G14.1
ICAM1	RP11-443G18.6
CSNK2A2	RNF113A
SUZ12	TRAF4
NR1H4	RP1-130E4.1
AKAP12	EGFR
CCT2	MAPK15
CD81	RPL23A
PASK	WDR5
CHD4	EED
CD81	RP11-11N7.3
POTEF	SEC16B
CTA-215D11.2	YWHAE
UBC	YBR126C
APP	RP11-517F10.1
QPRT	SATB2
YWHAE	hCG_22771
SERPINB11	TUBA4A
RP5-1068B5.2	SPTAN1
RP11-125A15.2	ZNF746
CUL3	TUBB4A
RP3-330O12.3	TGFB1
CDH1	UBC
SERPINB5	WWOX
CREBBP	RP1-130E4.1
RP3-330O12.3	RUVBL1
UBC	YGR155W
NANOG	RP11-391H12.1
RPS27A	STRAP
CCT2	HSPC057
RP11-181P4.1	ZNF746
AKT2	CDK3
PFDN1	RP11-96K19.1
APP	TSSC4
CHD4	EZH2
APP	CHGB
UBC	YBR056W
HNRNPH2	QKI
MAGEA11	RP11-383C12.1
ESRRA	WDR36
ATP5O	UBC
KIAA1191	RP3-339A18.4
AC002059.7	RP3-426I6.4
RP11-298P3.4	RP23-15I21.4
GS1-120K12.1	IK
BCR	RP11-307C12.1
HSPC057	ROCK2
AHCYL2	RP1-5O6.1
CBX5	MIS12
GTF2F2	RP11-383C12.1
RP11-18A3.3	UBE3A
CUL3	UTP15
SP1	VHL
SPTAN1	TERF1
CCT4	tcag7.78
NLGN3	RP11-432M24.2
RBFA	RP11-57G10.3
HRNR	HSPC057
CHD8	SMAD3
CSNK2A1	SQSTM1
RP11-426L16.2	TUBA4A
CCT6A	DCAF5
MTA2	SATB2
RP1-130E4.1	RP1-130E4.1
FOS	RP1-130E4.1
HOMEZ	SBBI58
RP11-366I13.1	RP11-383C12.1
PUS7L	UBC
AC002059.7	RP5-997D24.2
AC002059.7	KCNMB1
CRY2	CUL1
NCAPG	UBC
HIST2H2AA3	UBC
MCM2	RP1-85F18.1
RBMY1A1	RP1-278E11.1
FAM91A1	UBXN7
CUL3	TAF5
APP	CGI-93
APP	DADB-129D20.8
AC002059.7	HSPC263
PRPF31	SNRPB2
EGFR	RP4-811H24.2
ATF7	HUSSY-27
CFL1	RP11-173P16.1
CBX2	PARP12
APP	RP5-930J4.3
TUBA3C	ZNF384
ARHGEF18	TERF1
CBX2	RP23-353J21.1
POC1A	RP11-459E2.1
CCT7	UNQ436/PRO867
EGFR	RP1-202D23.2
EGFR	PTEN
PMS1	VAMP3
CDC27	SMAD2
BRD7	RP11-96K19.1
APP	RP1-261G23.2
CUL3	LPL
RBMY1F	RP11-1114A5.1
BCHE	TUBA3C
EGFR	ODF3L2
HSPC317	SMAD2
RP11-325E14.4	TERF1
ITGA9	TUBA4A
APP	MLLT3
FOXS1	SATB2
Cd81	STXBP5L
MED9	RP1-130E4.1
HSPC057	RP1-154G14.1
FASN	YWHAQ
RP1-85F18.1	SMAD5
C1QBP	COQ7
AC002059.7	AL022237.1
CSNK2A2	GL002
NUDCD2	PSMD14
RABEP1	SRPK2
SRSF5	SUZ12
SPR	YWHAQ
CCT2	tcag7.39
APP	RP1-212G6.2
PRDX2	RP1-69E11.1
CDK1	CSNK2A1
RP3-339A18.4	UNQ601
CGI-46	RP1-130E4.1
GS1-120K12.1	RRP1B
ACAP3	RP3-407F17.2
HIST2H2BE	KAT2A
MAP3K2	YWHAE
RP3-522O2.2	UBC
SP1	TPM1
ATP5B	HSPC057
RP11-298P3.4	SMAD3
GS1-120K12.1	RPL18A
OK/SW-cl.3	YWHAQ
PPP2R1B	ZNF331
AHCYL1	NXF1
Pten	RAD51
HT007	NDUFS1
KDM5A	RP1-130E4.1
CLK3	Mtx1
APP	PPIL2
PCGF6	ZNF526
CBX8	SUZ12
CDABP0061	GS1-120K12.1
HSPC057	PSMB5
C6orf165	TCF12
TGIF2LY	YWHAQ
HSPC057	OK/SW-cl.82
APP	RP1-117P19.1
Nedd1	RP11-443G18.6
CCT5	Ppp4c
NFKB1	RP5-1181N3.2
CRYGS	PP8000
CGI-50	PP8000
RP11-109P14.4	SRPK2
DDX4	SMAD3
MCM2	USP17L1
AQR	GS1-120K12.1
CUL3	hCG_2002013
Hnrnpf	MAP7
RP1-130E4.1	RPL7
CALM1	SP1
AD-006	PDK1
RARB	SMAD2
GRPEL1	TERF1
L19	SMAD2
HOXA1	PLSCR1
SRPK2	VAV2
KRAS	UNQ2759/PRO6714
CSNK2A1	SF3B2
CGI-128	PRIM1
RBFOX1	RP11-73M18.7
ADA	PP8000
DAZAP1	WWOX
AHCY	TERF1
CUL3	NYAP1
AC002059.7	DNAJB3
CCT7	SSX2IP
RP11-24B19.2	RP11-426L16.2
RP3-330O12.3	RPS4X
MRPS9	RP1-130E4.1
APP	RP11-353C18.2
CDC37	YWHAE
AC002059.7	PSMC6
NUP93	RP3-330O12.3
GS1-120K12.1	RAB10
CLK3	RP11-205M20.5
SUZ12	TRA2A
OK/SW-cl.26	RP3-330O12.3
FKSG81	KRAS
MTA2	RP1-130E4.1
APP	CAPNS2
AC002059.7	MAPK1IP1L
KPNB1	UNK
PRO2249	RP11-57G10.3
HSPC057	hCG_1812857
HIST1H2BL	RP11-536C5.3
EEF1B2	MCM2
DCTN2	RABEP1
EGR1	SP1
ICAM1	PRO2061
RP11-269F19.3	UBC
EGFR	NCAM1
SHMT2	TCF12
CD81	WARS
HDAC3	NR2C2
APP	TLL1
QKI	QKI
HSPC057	TFAM
RP1-154G14.1	RP1-154G14.1
QKI	TRIM11
FRMD5	YWHAQ
CHEK1	PPM1A
CUL3	RP11-175D17.6
RP11-443G18.6	SBBI57
TUBA1A	YWHAQ
FZR1	PAX3
AC002059.7	NOMO2
RP3-377D14.1	UBC
KDM4B	WDR5
MAX	SMAD3
AHCYL2	C4orf26
DPYSL3	TERF1
CEBPA	ZNF45
DNMT1	RP23-33N15.1
RCHY1	RP11-383C12.1
FLNC	HSPC057
APOE	PRDX2
CUL3	RP11-354A16.1
ARMC6	CCT6A
HIST2H2BE	RP4-669K10.2
CSE1L	RP3-330O12.3
CAPN15	HERPUD1
ANTXR1	TUBA4A
RP11-383C12.1	RP11-477J21.1
CSRNP1	KRAS
RP1-85F18.1	SMAD7
FAM118B	ZNF746
AHCYL2	PIP4K2C
RECQL	UBC
CLK1	SERPINI2
PKM	SHBG
DAQB-143M3.4	SMAD2
HDAC3	hCG_25181
APP	RP11-800A3.4
CCT6A	PPP2R2A
RP11-375G3.1	RP3-330O12.3
APP	ZNF75A
CRY2	QPRT
HIST2H2AC	PRMT5
HIST3H3	ZNF746
FKBP8	TERF1
RP1-130E4.1	TP53
RP1-68O2.1	YWHAQ
Hnrnpf	PRICKLE3
CCT6A	LP4947
DAZAP1	RP11-48O20.1
E2F6	GS1-120K12.1
EGFR	RP1-134O19.1
CSNK2A2	NCKIPSD
MAP3K1	YWHAQ
P/OKcl.19	YWHAQ
PCBD2	SC22CB-11B7.2
CUL7	YWHAE
PCNA	TRAIP
BUB1B	RP11-173P16.1
CRY1	RP11-575L7.1
KRAS	UNQ727/PRO1409
POTEF	RP11-101E13.2
EIF3A	HSPC057
ESRRA	NSD1
KRAS	RP5-885L7.1
RP1-85F18.1	TERF2
HUSSY-27	ZPR1
MSTP030	VHL
ACTR2	CCT4
ATF6	UBC
CCT6A	STRN
CUL3	NKRF
DPYSL5	RP11-426L16.6
CPSF7	SMAD3
HIST1H4A	NCOR2
CWF19L2	NAB2
EGFR	IQGAP3
NCOR2	SF1
KRAS	PLA2G2A
CAND1	RP11-391H12.1
CGI-72	CHD3
AHCYL1	GINS4
DDX3X	POT1
FUBP1	MCM2
TH	YWHAQ
RP11-16N10.1	SRPK2
ATG7	RP1-85F18.1
DNAJB4	NUDC
CCT7	ENO1
RPS2	VHL
RP11-412P1.1	SUZ12
APP	HAPLN1
HNRNPD	RP1-130E4.1
CBX2	HIST1H2AB
EGFR	SNX29
DNAJB1	RP11-326F20.2
APP	HIST2H2AB
APP	CTA-941F9.7
TCP1	WDR86
CCT6A	MYC
CSNK2A1	NCOR1
AC002059.7	UNQ595/PRO1181
ADAMTS18	SRPK2
TCP1	XRCC3
AHR	RP11-383C12.1
RP11-354A16.1	SUZ12
APP	BET1L
RBFOX1	RP11-98D18.4
GLYR1	GS1-120K12.1
AHCYL2	ZNF444
CDKN2A	GMNN
P/OKcl.19	UBC
HEXA	PCNA
UBC	YNL069C
RP1-64K7.1	SUZ12
GANAB	TCP1
ANKRD28	RP11-187B3.1
FKSG9	SUZ12
COPG1	MCM2
CRY2	RP11-62C3.1
RP1-85F18.1	RXRA
RP11-1114A5.1	SRPK2
CLK1	PSEN2
EIF4A3	GS1-120K12.1
BTBD10	Cul3
CD2BP2	CHD3
CD84	CUL3
CIRBP	RBMY1F
EHD2	RP11-443G18.6
TCP1	UNK
RP11-288G13.1	YWHAQ
KPNB1	NUPL2
CLK3	RP4-659F15.2
APP	BM-001
HIST1H3G	MCM2
Psmb5	UBE3A
RP1-5O6.1	RP5-1172N10.4
GS1-120K12.1	GS1-120K12.1
HAL	HSPC057
GATA1	SP1
CCT4	RP1-138B7.2
APP	CGI-117
EGFR	PTK2B
ATP5J2	MCM2
AHCYL1	ECT2
CALU	MCM2
ABCA13	CUL3
FKSG31	RP11-203D19.1
RP11-391H12.1	SSBP1
ATXN1	DNAJA3
CALM1	RP11-520M5.1
APP	DDRGK1
RBM3	RP23-199A2.2
RP11-391H12.1	TFG
ASB4	DNAJB4
CSNK2A2	ZNF592
CCT4	CFAP52
KRT1	RP1-130E4.1
DASS-397D15.1	EIF2AK3
KAT2B	VHL
DNAJB1	RP4-745I14.1
APP	HSPC013
CUL3	HNRNPM
CUL3	PP1096
PSMC5	RP3-339A18.4
RP11-506K6.1	YWHAE
ELP6	SRPK2
HNRNPF	RP11-78J21.1
CUL3	DNAJC13
FKSG82	TCP1
RPS27A	XX-FW89031B12.1
HSPA8	SP1
HSPC105	SRPK2
APP	RP11-49P4.3
RBFOX1	RP11-108L7.8
HNRNPF	HNRNPM
CRY2	RP1-302G2.1
JUN	SMAD2
AC002059.7	CCDC50
SLC5A6	UBC
HSPC144	HUSSY-27
NCKIPSD	Nrip3
TRIM5	UBC
RP11-391H12.1	SLC25A22
PPP1R7	RP3-407F17.2
MRGBP	RP11-575L7.1
CCT7	DDB2
APP	SHMT2
CCT6B	RP11-443G18.6
RP11-346K17.1	UBC
DNAJB1	TP53
PRPF31	USP15
CCT6A	RP5-905H16.1
MCM2	PIG14
BCLAF1	RP1-130E4.1
NCKIPSD	RP11-96K19.1
RP1-68O2.1	RP11-307C12.1
RP11-391H12.1	WDR61
IL1R1	RP11-631M21.2
CRY2	TUFM
MLLT3	RP11-96K19.1
CHD4	SIRT7
HSPC032	MCM2
ATXN1	CDABP0047
CELE_K07C5.3	HIST3H3
EGFR	IGKC
FP17659	RP11-443G18.6
ICAM1	SNRPB
IFT81	RP11-187B3.1
IRF5	NCOR2
RP1-130E4.1	RPL13A
PMS1	RP11-426L16.2
EGFR	SNRPA1
CALM1	DOCK3
AHCYL2	PLCD3
HDAC3	SAP30
HDAC3	YY1
CYP1A1	PIN1
RP23-467E19.1	SMAD2
ACTBL2	CCT4
CEBPA	RP4-811H24.2
APP	DPY19L2P1
PP6614	SHBG
ATXN1	HSPC069
HSPC057	RP11-126K1.1
NSD1	RARA
HDAC5	YWHAQ
CLK1	SBBI10
MEN1	WDR5
HIV1gp1	RP3-339A18.4
NLGN3	TYK2
Hoxa1	RGS20
UBC	ZBTB1
PRPF31	SART1
HIST2H2BE	LATS2
EGFR	HEXDC
GS1-120K12.1	NGDN
CD81	EIF3F
APP	SNCB
EZH2	FBXL18
RP1-154G14.1	TRAIP
UBC	YAR002C-A
MGRN1	TUBA4A
RP1-154G14.1	RP3-487J7.3
PCNA	UBE2A
RIC8A	RP24-143D17.2
HDAC3	HIST1H2AA
KPNB1	RP5-930J4.3
RP1-130E4.1	RP11-4M23.5
CCDC8	YWHAQ
KIAA0509	KRAS
RP11-96K19.1	UNQ767/PRO1560
TUBA1C	YWHAQ
CUL3	THADA
EGFR	GIG46
AI837181	RP11-575L7.1
SNF8	YWHAE
GTF2A1	RP5-1181N3.2
DAAP-285E11.4	YWHAQ
CAMKK1	RP1-5O6.1
DNAJB1	KB-152G3.1
EGFR	hCG_2004980
RP11-575L7.1	RP13-383K5.1
CSNK2A1	DDIT3
AC002059.7	COPRS
PPIG	SP1
KPNB1	WI1-2643G14.3
NUDCD2	SORD
NSD1	RP5-875J14.1
HIST2H2BE	RP3-327J16.5
MYO18A	RP5-1068B5.2
CALM1	USP20
ACTN1	CD81
EGFR	SEC13
APP	LOC401068
Cct2	HGH1
MSN	RP11-536C5.3
RP13-102H20.1	TUBA3C
HIST3H3	KAT2A
CSNK2A2	DADB-17J1.3
JAK1	KRAS
CCT7	NKX3-1
HSPC057	IGKV2D-24
APP	NIM1K
PMS2	UBC
PCNA	RP11-317B7.1
GAN	RPS27A
AHCYL1	TGIF2LY
MEX3B	YWHAE
UBC	YDL145C
RARA	RP11-96K19.1
Cct2	RP11-443G18.6
RP11-1114A5.1	RPSA
DPYSL2	RP4-730B13.1
RALB	RP11-29B2.2
DAP3	POC1A
C4orf26	HDAC3
GRWD1	WDR5
APP	RP1-49G10.1
APP	RP5-1119A7.17
RP1-130E4.1	RP11-307C12.1
EGFR	OK/SW-cl.21
NCOR1	RAB5A
KRAS	MRPS36P4
KRAS	RP11-118B23.1
NCOR1	ZBTB16
CDK2	HNRNPF
ACTB	SRPK2
CD81	MYOC
APP	ATF2
PRPF31	Prpf3
FWP006	HIST2H2BE
SMAD3	TSC22D4
CAND1	MCM2
CCT5	RFWD3
IDH3A	TERF1
DNAJB1	PTPN18
HNRNPF	RP11-196G18.20-002
RP1-130E4.1	RPS20
ADCK4	Hoxa1
HSPC057	SRSF3
NLGN3	NLRX1
SEPT1	UBC
RP1-154G14.1	RP3-325F22.4
KHDRBS1	NCKIPSD
APP	C8orf33
EP400	RP1-130E4.1
APP	GTF2E1
UBC	YBR079C
CUL3	MRPL44
RP11-8D7.1	YWHAE
APP	RP11-421H8.4
RP1-132F21.1	RP11-173P16.1
HLC7	RP1-154G14.1
RP1-3J17.2	RP3-330O12.3
HDLBP	RP1-130E4.1
MBD1	PCNA
EGFR	RP4-533D7.2
CUL3	Cul3
PRO1512	ZNF746
RP11-173P16.1	RP4-570L12.1
NDUFS1	Tmed2
IQGAP1	LRP6
CCT5	RP11-443G18.6
RBM15B	SUZ12
EGFR	UNQ2531/PRO6030
RP4-730B13.1	YWHAQ
GS1-120K12.1	SMC4
SIK2	YWHAE
EIF4G1	RP1-130E4.1
RP1-130E4.1	RP11-262P20.3
CCT6B	RP4-779E11.4
HNRNPA1	RP11-1114A5.1
RP1-5O6.1	TRIM3
CYC1	RP3-330O12.3
HSPC057	SLC25A5
CBX2	RP4-745I14.1
ITFG3	RP3-330O12.3
AKT2	RP11-112J3.4
PCNA	RP11-297A16.3
CLK3	RP3-340B19.6
CHUK	NCOR2
MCM4	PCNA
CUL3	LARS
CAPRIN1	PIN1
HIST3H3	PPIB
CHRNA9	EIF2AK3
CHD4	ELAVL1
TERF1	ZHX1
EGFR	SYT17
CUL3	TUFM
CHD4	SIN3A
APP	MPP3
MCCC2	RP3-339A18.4
RP11-383C12.1	RP11-419L10.1
RP11-631M21.2	UNQ570/PRO1132
RP11-391H12.1	TP53
TERF1	TRIP10
CARM1	RP11-173P16.1
CUL3	SARS2
CCDC97	SRPK2
PA2G4	RP11-383C12.1
PIN1	TJP1
MCM2	RPL27
RP4-811H24.2	TBL1XR1
RP11-391H12.1	RP11-690D19.3
SIAH1	TBL1X
RP3-339A18.4	SSB
HSPA4	WWOX
ATXN1	RP4-738P15.5
CRY2	RP4-655J12.1
MCOLN3	SRPK2
HDAC5	SMAD3
CSAD	PIN1
NCOR2	PGR
HR	TBL1X
CCT7	RP3-339A18.2
KAT2A	RP11-57G10.3
UBC	YOR335C
FGF8	WDR36
CCT6B	MAPK15
APP	HSPC096
EGFR	SLC45A4
FAM120A	Hnrnpf
UBC	YKL142W
HSP90B1	MCM2
RP3-330O12.3	STT3B
CDABP0047	DN-199E5.2
RP4-534B8.1	XPO4
NDUFS3	UBC
HARS	WDR5
CUL3	PAICS
CHCHD3	EGFR
EEA1	PCNA
AKR7A2	DN-393H17.5
NSD1	RXRA
AD-006	NANOG
AC002059.7	RAD21
FAM118B	RP11-307C12.1
Ppp4c	TCP1
ARMC6	CCT5
IDH2	ZNF746
APP	PRKCD
CCT4	PEX14
HNRNPA2B1	ICAM1
ANKHD1-EIF4EBP3	ZC3H3
EGFR	HERC2
CUL3	TUBA4B
BCL11B	CHD4
ATP5A1	UBC
CUL3	PDPR
NAP1L1	SP1
CCT4	P4HB
DPYSL2	XPO7
CCT4	PPP2CA
CCT7	Wdr48
APP	SLC22A6
APEX1	TERF1
UBC	YPL235W
RCVRN	SMAD3
RAD51	RP13-122B23.3
MCM2	RPA1
ARF4	EGFR
HSPC057	RP23-118A2.3
RP11-631M21.2	XPO1
APP	FITM1
RP11-631M21.2	SIRT6
FOXL2	RP11-57G10.3
CEP128	RP11-187B3.1
CHD3	PSMD14
GS1-120K12.1	HIST3H2A
RP11-175D17.6	RP11-536C5.3
RP11-383C12.1	SP1
CALM1	Pacs1
RP1-130E4.1	TBK1
CRACR2A	RP11-393H10.1
GS1-120K12.1	HIST1H1E
RP1-85F18.1	TRIP4
UBC	YLR259C
RP11-575L7.1	WWOX
DYNC1H1	ZNF746
CDK2	YWHAQ
CUL3	HUSSY-23
NR2C1	RP1-130E4.1
CUL3	HSPA5
CITED4	RP1-85F18.1
C1QBP	RP3-339A18.4
ATP5B	NDUFS1
C17orf85	SUZ12
KIFC3	MCM7
Olig2	SRY
EIF5	RP3-339A18.4
HIST2H2AC	hucep-6
BIN1	CALM1
CCT7	KLHL8
POC1A	TCHP
RP5-965L7.1	SRPK2
ATP6V1B1	CCT2
RP11-307C12.1	RP11-40A7.1
CGI-25	WWOX
ATXN1	ZSCAN1
CUL3	DVL2
PSMC3	UBC
CUL5	UBC
HIST3H3	RP23-45J15.1
CTDSP1	TUBA4A
PIN1	SOD1
NTRK1	TCF12
APP	LLPH
CCT7	RAP2C
CHD3	PRO0992
CD2BP2	CSNK2A1
EGFR	HYOU1
KRAS	NOP10
ACTL6A	UBC
COPRS	RBFOX1
HIST1H2BL	VHL
ATXN1	RP1-233K16.1
MCM2	ORC4
DAZAP1	PIN1
MT2A	SHBG
UNC79	YWHAQ
